,0,1,2,3
AP003774.4,64216546,64216546,+,chr11
ADO,64564646,64564646,+,chr10
COA4,73587881,73587881,-,chr11
OR4P4,55405834,55405834,+,chr11
PRKAG1,49412559,49412559,-,chr12
GINS3,58426386,58426386,+,chr16
OR4C15,55321783,55321783,+,chr11
OR4A15,55135360,55135360,+,chr11
OR4A16,55110677,55110677,+,chr11
OR52K2,4470525,4470525,+,chr11
NEUROG1,134871654,134871654,-,chr5
CCDC149,24914654,24914654,-,chr4
MRPS11,89010939,89010939,+,chr15
LINC00301,60383217,60383217,+,chr11
SNRPE,203830727,203830727,+,chr1
RTKN2,64028419,64028419,-,chr10
PNMAL1,46974788,46974788,-,chr19
RP11-381O7.3,67032072,67032072,-,chr9
CHST15,125853080,125853080,-,chr10
ADIG,37209840,37209840,+,chr20
USH1G,72919350,72919350,-,chr17
MGAT4C,86650163,86650163,-,chr12
TRIM49B,49049053,49049053,+,chr11
IDH2,90645700,90645700,-,chr15
OGFRP1,42665778,42665778,+,chr22
OR52A1,5207612,5207612,-,chr11
PTCHD3,27703255,27703255,-,chr10
OR6B2,240969873,240969873,-,chr2
TMEM259,1021122,1021122,-,chr19
WRB,40752252,40752252,+,chr21
TNRC18,5463415,5463415,-,chr7
FAM181B,82444906,82444906,-,chr11
DEXI,11036325,11036325,-,chr16
ZNF716,57509890,57509890,+,chr7
NOP10,34635325,34635325,-,chr15
FAM89A,231175976,231175976,-,chr1
KCNIP1,169931024,169931024,+,chr5
TDRKH,151762964,151762964,-,chr1
ZNF708,21512212,21512212,-,chr19
IST1,71929440,71929440,+,chr16
ERCC6L2,98637973,98637973,+,chr9
MRPL41,140445651,140445651,+,chr9
ENPP7,77704886,77704886,+,chr17
CREB3L2,137686806,137686806,-,chr7
P2RY8,1656078,1656078,-,chrX
TP53TG1,86974820,86974820,-,chr7
UNC5C,96470124,96470124,-,chr4
MRGPRG,3240043,3240043,-,chr11
TSEN54,73512617,73512617,+,chr17
RGMA,93632429,93632429,-,chr15
ASB18,237173052,237173052,-,chr2
UBA7,49851379,49851379,-,chr3
MRPS16,75012377,75012377,-,chr10
FAM159A,53098840,53098840,+,chr1
RAD51B,68286529,68286529,+,chr14
CRYGB,209010880,209010880,-,chr2
LDOC1,140271281,140271281,-,chrX
ARL6IP4,123465228,123465228,+,chr12
EXT1,119124065,119124065,-,chr8
SHMT2,57623494,57623494,+,chr12
MOB2,1507976,1507976,-,chr11
HHIPL1,100111666,100111666,+,chr14
ATP6AP2,40440222,40440222,+,chrX
ZAR1,48492269,48492269,+,chr4
CYB5D1,7761321,7761321,+,chr17
FAM153B,175487692,175487692,+,chr5
BACE2,42540087,42540087,+,chr21
UBE2E2,23244593,23244593,+,chr3
SYNM,99645286,99645286,+,chr15
KCNA4,30038536,30038536,-,chr11
GABRG3,27216330,27216330,+,chr15
PRR34,46450105,46450105,-,chr22
NLRP10,7986994,7986994,-,chr11
FIGN,164592512,164592512,-,chr2
IZUMO1,49250166,49250166,-,chr19
TMIGD1,28661075,28661075,-,chr17
B4GALNT4,369499,369499,+,chr11
AP1S2,15872936,15872936,-,chrX
C8orf33,146277853,146277853,+,chr8
DCAF4L1,41983792,41983792,+,chr4
MBD3L3,7058651,7058651,-,chr19
ZSCAN22,58838385,58838385,+,chr19
KCNJ14,48958836,48958836,+,chr19
FBXL6,145582132,145582132,-,chr8
C1S,7168033,7168033,+,chr12
GLTPD2,4692259,4692259,+,chr17
KIAA2012,202937978,202937978,+,chr2
PRAMEF8,13390765,13390765,-,chr1
LIPF,90424203,90424203,+,chr10
OR5P3,7847519,7847519,-,chr11
DAOA,106118216,106118216,+,chr13
ZNF804B,88389014,88389014,+,chr7
KBTBD3,105948074,105948074,-,chr11
YBEY,47706308,47706308,+,chr21
FAM87A,333174,333174,-,chr8
FAM27A,45727107,45727107,+,chr9
CLN8,1711955,1711955,+,chr8
PLCXD1,198048,198048,+,chrX
NXPH4,57610577,57610577,+,chr12
CACNB4,152955277,152955277,-,chr2
IFNL1,39787047,39787047,+,chr19
TRAPPC6B,39639537,39639537,-,chr14
PGBD4,34394318,34394318,+,chr15
CDY2A,20137667,20137667,+,chrY
NPLOC4,79604138,79604138,-,chr17
OTOL1,161214596,161214596,+,chr3
KCNK4,64058774,64058774,+,chr11
TEX19,80317123,80317123,+,chr17
TSHZ2,51588897,51588897,+,chr20
CAPN12,39226310,39226310,-,chr19
EXOC7,74099835,74099835,-,chr17
KPNA2,66031851,66031851,+,chr17
XKRX,100183905,100183905,-,chrX
BGN,152760438,152760438,+,chrX
CEP97,101443463,101443463,+,chr3
LHFPL1,111923155,111923155,-,chrX
FES,91427734,91427734,+,chr15
GLRX5,96001387,96001387,+,chr14
FAM104B,55187599,55187599,-,chrX
TBPL2,55923444,55923444,-,chr14
CAV3,8775488,8775488,+,chr3
MXRA7,74707081,74707081,-,chr17
LIMK2,31608284,31608284,+,chr22
MFSD5,53645965,53645965,+,chr12
RNASE10,20973696,20973696,+,chr14
ADI1,3523302,3523302,-,chr2
RWDD4,184580321,184580321,-,chr4
SPNS3,4337235,4337235,+,chr17
CLEC4G,7796994,7796994,-,chr19
SATB1,18466831,18466831,-,chr3
NXPH3,47653233,47653233,+,chr17
CSF1R,149466089,149466089,-,chr5
EPHB3,184279576,184279576,+,chr3
VCX,7811212,7811212,+,chrX
EPGN,75174187,75174187,+,chr4
LINC00334,46654255,46654255,+,chr21
KRTAP11-1,32253894,32253894,-,chr21
C2orf82,233740542,233740542,+,chr2
HS3ST4,25703310,25703310,+,chr16
TRAK1,42055145,42055145,+,chr3
TSPAN10,79609349,79609349,+,chr17
OR2V2,180581943,180581943,+,chr5
PLCB1,8112913,8112913,+,chr20
SKA2,57232547,57232547,-,chr17
RXFP3,33936491,33936491,+,chr5
OR10G7,123909717,123909717,-,chr11
NDN,23932452,23932452,-,chr15
CCDC172,118084973,118084973,+,chr10
LINC01006,156433256,156433256,-,chr7
OR4Q3,20215587,20215587,+,chr14
NTM,131240515,131240515,+,chr11
TTC3,38445574,38445574,+,chr21
KCNB2,73449232,73449232,+,chr8
PPP1R27,79792925,79792925,-,chr17
BRICD5,2260864,2260864,-,chr16
GALR2,74070862,74070862,+,chr17
RESP18,220197466,220197466,-,chr2
IGIP,139505522,139505522,+,chr5
TSKU,76494372,76494372,+,chr11
ANXA2,60690185,60690185,-,chr15
RGS6,72399158,72399158,+,chr14
HOXB4,46657473,46657473,-,chr17
SLC35D3,137243379,137243379,+,chr6
PAQR7,26197744,26197744,-,chr1
PAPPA,118916093,118916093,+,chr9
MAFA,144512902,144512902,-,chr8
GRID1,88126551,88126551,-,chr10
RPS17,82824972,82824972,-,chr15
RP11-114H20.1,51797351,51797351,-,chrX
OR2T29,248722792,248722792,-,chr1
GSTA5,52735127,52735127,-,chr6
C1orf116,207206033,207206033,-,chr1
MAGEB17,16185604,16185604,+,chrX
CRIP2,105941159,105941159,+,chr14
KRTAP13-2,31744585,31744585,-,chr21
AC008132.15,18721427,18721427,+,chr22
ACBD3,226374419,226374419,-,chr1
C16orf72,9185501,9185501,+,chr16
PLCXD3,41510703,41510703,-,chr5
VMO1,4689659,4689659,-,chr17
OR4F15,102358366,102358366,+,chr15
ALG12,50312080,50312080,-,chr22
LCK,32716866,32716866,+,chr1
GALNT9,132906172,132906172,-,chr12
COL18A1,46825080,46825080,+,chr21
RBM10,47004658,47004658,+,chrX
ADGRG3,57702218,57702218,+,chr16
GLUD2,120181465,120181465,+,chrX
TMEM95,7258475,7258475,+,chr17
TCHHL1,152061540,152061540,-,chr1
RPL35A,197677061,197677061,+,chr3
RGS7,241520478,241520478,-,chr1
SLC25A18,18043198,18043198,+,chr22
ZNF721,467939,467939,-,chr4
TCEAL7,102585167,102585167,+,chrX
C11orf54,93474853,93474853,+,chr11
CEP63,134204582,134204582,+,chr3
WFDC10B,44333296,44333296,-,chr20
SRPR,126138790,126138790,-,chr11
OTOP3,72931977,72931977,+,chr17
EWSR1,29664257,29664257,+,chr22
ODF3L1,76016382,76016382,+,chr15
HMGN4,26538633,26538633,+,chr6
SPATA13,24553949,24553949,+,chr13
GJC1,42907655,42907655,-,chr17
SOX1,112721466,112721466,+,chr13
CNOT10,32726814,32726814,+,chr3
RP11-294C11.1,22368478,22368478,+,chr15
MTA1,105886164,105886164,+,chr14
ZNF662,42947652,42947652,+,chr3
CADM1,115375133,115375133,-,chr11
ZNF320,53400888,53400888,-,chr19
C12orf60,14956621,14956621,+,chr12
PYCR1,79895174,79895174,-,chr17
NAA38,7760529,7760529,-,chr17
SPNS2,4402181,4402181,+,chr17
MCEMP1,7741976,7741976,+,chr19
AP2A2,925870,925870,+,chr11
SLC8A1,40679196,40679196,-,chr2
OR1G1,3030875,3030875,-,chr17
SLC25A21,37641776,37641776,-,chr14
OTOP2,72920370,72920370,+,chr17
CYLC1,83116154,83116154,+,chrX
PCP4,41239364,41239364,+,chr21
ABAT,8768478,8768478,+,chr16
SLC25A10,79679342,79679342,+,chr17
CAMK1D,12391575,12391575,+,chr10
RGPD6,111334762,111334762,-,chr2
LYSMD4,100273636,100273636,-,chr15
WBP2NL,42394792,42394792,+,chr22
IGSF5,41122769,41122769,+,chr21
NKX2-5,172662209,172662209,-,chr5
AFMID,76183443,76183443,+,chr17
GATSL1,74379083,74379083,+,chr7
GAS6,114567010,114567010,-,chr13
FREM3,144621828,144621828,-,chr4
NEB,152590989,152590989,-,chr2
BEGAIN,101053754,101053754,-,chr14
GPC6,93879061,93879061,+,chr13
ARHGEF37,148961065,148961065,+,chr5
FAM43B,20879076,20879076,+,chr1
CSMD1,4852314,4852314,-,chr8
CALHM3,105238997,105238997,-,chr10
PTGDR2,60623423,60623423,-,chr11
CEP57L1,109416713,109416713,+,chr6
RIPPLY3,38379002,38379002,+,chr21
PRORY,23548246,23548246,-,chrY
ANKRD20A2,42368303,42368303,+,chr9
GPR19,12837454,12837454,-,chr12
RABIF,202858250,202858250,-,chr1
TMEM119,108991848,108991848,-,chr12
CALN1,71802369,71802369,-,chr7
SMDT1,42475704,42475704,+,chr22
GABRR3,97754159,97754159,-,chr3
C2CD4C,409147,409147,-,chr19
CHST6,75529305,75529305,-,chr16
POTEC,14543584,14543584,-,chr18
RUVBL2,49497144,49497144,+,chr19
GDPGP1,90777461,90777461,+,chr15
CTNNA3,69425418,69425418,-,chr10
PRR36,7939275,7939275,-,chr19
LINC01547,46359801,46359801,-,chr21
OR51B4,5323226,5323226,-,chr11
PTTG1IP,46293605,46293605,-,chr21
DDX41,176943962,176943962,-,chr5
OR52E8,5878964,5878964,-,chr11
CCDC60,119772534,119772534,+,chr12
PLGLB1,87248975,87248975,-,chr2
DAZAP2,51632610,51632610,+,chr12
CCBE1,57364620,57364620,-,chr18
15-Sep,87379808,87379808,-,chr1
TISP43,131328402,131328402,+,chr2
OR5P2,7818520,7818520,-,chr11
FAM9A,8769424,8769424,-,chrX
MAGEA2B,151883075,151883075,+,chrX
CECR6,17602220,17602220,-,chr22
ZNF623,144718200,144718200,+,chr8
OR2T34,248738058,248738058,-,chr1
OR52L1,6008215,6008215,-,chr11
EPHA10,38218908,38218908,-,chr1
SPDYE4,8661842,8661842,-,chr17
CCDC125,68628628,68628628,-,chr5
REC114,73735505,73735505,+,chr15
BCOR,40005879,40005879,-,chrX
JRKL,96123177,96123177,+,chr11
C10orf107,63422710,63422710,+,chr10
GBP6,89829620,89829620,+,chr1
KIAA2026,6007951,6007951,-,chr9
OVCH2,7728003,7728003,-,chr11
SYNDIG1L,74892912,74892912,-,chr14
TTTY8,9528709,9528709,+,chrY
FHL3,38471186,38471186,-,chr1
OR56A4,6024424,6024424,-,chr11
PMCH,102591591,102591591,-,chr12
TMEM89,48659202,48659202,-,chr3
C19orf71,3539172,3539172,+,chr19
CCDC159,11457216,11457216,+,chr19
RIPK4,43187212,43187212,-,chr21
LRIT3,110769263,110769263,+,chr4
NPIPA1,14844670,14844670,+,chr16
SF3A3,38455694,38455694,-,chr1
TFDP3,132352380,132352380,-,chrX
TRIM61,165898783,165898783,-,chr4
GRIN2A,10276739,10276739,-,chr16
XAGE1C,52511761,52511761,+,chrX
URAD,28562830,28562830,-,chr13
FLJ40288,132333553,132333553,+,chr7
GTF2H2C,68856035,68856035,+,chr5
ASB7,101142794,101142794,+,chr15
SH2D7,78370164,78370164,+,chr15
TREX2,152711511,152711511,-,chrX
GPR132,105531766,105531766,-,chr14
MX2,42733955,42733955,+,chr21
EP400,132434509,132434509,+,chr12
MEX3B,82338359,82338359,-,chr15
FAM46C,118148674,118148674,+,chr1
COA5,99224954,99224954,-,chr2
UTP11L,38478406,38478406,+,chr1
PSMG1,40555340,40555340,-,chr21
PRR14L,32146055,32146055,-,chr22
ACSM5,20420856,20420856,+,chr16
HIST2H2AA3,149814317,149814317,-,chr1
C10orf120,124459362,124459362,-,chr10
IZUMO1R,94038759,94038759,+,chr11
SERHL2,42949962,42949962,+,chr22
PCBP3,47063644,47063644,+,chr21
PGPEP1L,99551021,99551021,-,chr15
SETD3,99947196,99947196,-,chr14
TNFAIP8L3,51397473,51397473,-,chr15
ZNRF3,29279560,29279560,+,chr22
FBXL7,15500289,15500289,+,chr5
TANGO2,20008635,20008635,+,chr22
HIST2H3D,149785236,149785236,-,chr1
SFXN4,120925212,120925212,-,chr10
GKN2,69180025,69180025,-,chr2
FAM167B,32712823,32712823,+,chr1
MRPL54,3762680,3762680,+,chr19
ZNF438,31320794,31320794,-,chr10
HMCES,128997715,128997715,+,chr3
CCR3,46283951,46283951,+,chr3
DGCR6,18893833,18893833,+,chr22
GOLGA8G,28778160,28778160,-,chr15
PRR32,125953715,125953715,+,chrX
TP53TG3,32688053,32688053,-,chr16
RP1L1,10512575,10512575,-,chr8
KRTAP8-1,32185592,32185592,-,chr21
C15orf32,93014884,93014884,+,chr15
C11orf88,111385503,111385503,+,chr11
ZNF530,58111253,58111253,+,chr19
NDUFB1,92588037,92588037,-,chr14
11-Mar,16179900,16179900,-,chr5
KLHL25,86338144,86338144,-,chr15
FAM19A1,68053390,68053390,+,chr3
TRMT12,125463061,125463061,+,chr8
PSG9,43773680,43773680,-,chr19
GPR1,207078095,207078095,-,chr2
LINC00518,10435040,10435040,-,chr6
PTPN20B,48827966,48827966,-,chr10
BMP8A,39957308,39957308,+,chr1
ALYREF,79849462,79849462,-,chr17
FAM101B,295730,295730,-,chr17
EFHC2,44202906,44202906,-,chrX
NOG,54671060,54671060,+,chr17
MRGPRX2,19082264,19082264,-,chr11
UPP1,48128862,48128862,+,chr7
OR4N4,22382382,22382382,+,chr15
IFNL2,39759043,39759043,+,chr19
OPCML,133402288,133402288,-,chr11
TRIM52,180688144,180688144,-,chr5
LHFP,40177308,40177308,-,chr13
CMTM4,66730645,66730645,-,chr16
TMEM50A,25664825,25664825,+,chr1
NPBWR1,53850991,53850991,+,chr8
FIGLA,71017775,71017775,-,chr2
ASCL2,2292258,2292258,-,chr11
TBK1,64845918,64845918,+,chr12
CBX6,39268221,39268221,-,chr22
MACC1,20256975,20256975,-,chr7
ACSM2A,20462843,20462843,+,chr16
MRC1L1,17851362,17851362,+,chr10
TBL3,2022056,2022056,+,chr16
BPY2,25119966,25119966,+,chrY
PAPL,39574979,39574979,+,chr19
KREMEN1,29469023,29469023,+,chr22
TRAIP,49893996,49893996,-,chr3
CHEK2,29137808,29137808,-,chr22
FOXL2,138665957,138665957,-,chr3
AIFM3,21321543,21321543,+,chr22
KCTD16,143584954,143584954,+,chr5
B3GALT5,40984867,40984867,+,chr21
ZNF703,37553301,37553301,+,chr8
SLC35F3,234349965,234349965,+,chr1
KCTD8,44450823,44450823,-,chr4
TUBA8,18593578,18593578,+,chr22
TCEB3C,44556449,44556449,-,chr18
NPIPA5,15474904,15474904,-,chr16
BPY2B,26753707,26753707,+,chrY
EMILIN3,39995458,39995458,-,chr20
OLFML1,7506764,7506764,+,chr11
FAM162B,117086858,117086858,-,chr6
RBM12B,94753213,94753213,-,chr8
CCR4,32993136,32993136,+,chr3
LIN9,226496865,226496865,-,chr1
BTBD9,38607705,38607705,-,chr6
NUDT14,105647649,105647649,-,chr14
ANKRD45,173638990,173638990,-,chr1
MAATS1,119421869,119421869,+,chr3
PNMA3,152224827,152224827,+,chrX
GPR39,133174417,133174417,+,chr2
FAM3B,42688739,42688739,+,chr21
ZNF730,23258019,23258019,+,chr19
KIRREL,157963435,157963435,+,chr1
IQGAP3,156542348,156542348,-,chr1
CNGA2,150906923,150906923,+,chrX
TOB2,41842801,41842801,-,chr22
SCN5A,38691178,38691178,-,chr3
ARSI,149682468,149682468,-,chr5
UTY,15591867,15591867,-,chrY
C1orf64,16330732,16330732,+,chr1
AC138969.4,16411301,16411301,+,chr16
TTC32,20101437,20101437,-,chr2
LRRC55,56949427,56949427,+,chr11
DNAH2,7621064,7621064,+,chr17
SH2D1A,123480413,123480413,+,chrX
SDR42E2,22176904,22176904,+,chr16
PRKX,3631667,3631667,-,chrX
SETD8,123873464,123873464,+,chr12
KCNH8,19190008,19190008,+,chr3
SMTN,31477304,31477304,+,chr22
NPW,2069790,2069790,+,chr16
PP2D1,20053747,20053747,-,chr3
COA3,40950711,40950711,-,chr17
ST6GALNAC3,76540431,76540431,+,chr1
PTP4A2,32403969,32403969,-,chr1
ACTG1,79479825,79479825,-,chr17
TMPRSS2,42880085,42880085,-,chr21
DENND5A,9286890,9286890,-,chr11
OR2T10,248757069,248757069,-,chr1
DSCR4,39493442,39493442,-,chr21
KRTAP20-2,32007525,32007525,+,chr21
CTAG1B,153847533,153847533,-,chrX
DIABLO,122710599,122710599,-,chr12
VPS33B,91565806,91565806,-,chr15
TBX1,19748301,19748301,+,chr22
ADAP2,29248963,29248963,+,chr17
UQCR10,30163373,30163373,+,chr22
FAM120C,54209655,54209655,-,chrX
TRIML1,189064786,189064786,+,chr4
EIF3C,28722795,28722795,+,chr16
CLDN5,19511930,19511930,-,chr22
NIPSNAP1,29977082,29977082,-,chr22
OR4F6,102345902,102345902,+,chr15
CNTN2,205012340,205012340,+,chr1
SPRR4,152943124,152943124,+,chr1
LRTOMT,71791896,71791896,+,chr11
OR10J5,159505797,159505797,-,chr1
KCNQ3,133493326,133493326,-,chr8
ADRA2C,3767642,3767642,+,chr4
NR2C2AP,19314217,19314217,-,chr19
FAM132A,1179768,1179768,-,chr1
CRELD2,50312326,50312326,+,chr22
OR1D2,2996290,2996290,-,chr17
SCFD2,54232228,54232228,-,chr4
UBE2F,238875656,238875656,+,chr2
KCNJ12,21279671,21279671,+,chr17
GPR173,53077971,53077971,+,chrX
PPP1R2,195270148,195270148,-,chr3
TSPYL2,53111549,53111549,+,chrX
GOLGA6L4,84904525,84904525,+,chr15
PGP,2264799,2264799,-,chr16
C22orf46,42084977,42084977,+,chr22
SNRNP35,123942700,123942700,+,chr12
DGAT2L6,69397333,69397333,+,chrX
IRAK1,153285348,153285348,-,chrX
CMSS1,99536706,99536706,+,chr3
OLIG1,34442447,34442447,+,chr21
C11orf72,67374177,67374177,-,chr11
PCDH9,67804468,67804468,-,chr13
ACOT1,74003847,74003847,+,chr14
OAF,120081740,120081740,+,chr11
ALDH1A3,101420036,101420036,+,chr15
CDR1,139867036,139867036,-,chrX
HIST2H2AC,149858468,149858468,+,chr1
KCNK12,47798091,47798091,-,chr2
POU6F1,51611846,51611846,-,chr12
LINC00315,46725172,46725172,-,chr21
DEFB108B,71544246,71544246,+,chr11
TM2D3,102192584,102192584,-,chr15
TSSC4,2421982,2421982,+,chr11
TACSTD2,59043445,59043445,-,chr1
CLECL1,9885779,9885779,-,chr12
SIX6,60975902,60975902,+,chr14
PRKD1,30397045,30397045,-,chr14
CCSER1,91048686,91048686,+,chr4
ZDHHC23,113666839,113666839,+,chr3
MROH7,55107495,55107495,+,chr1
OR51J1,5423827,5423827,+,chr11
S100A7A,153388998,153388998,+,chr1
SRPK3,153046496,153046496,+,chrX
GDF3,7848371,7848371,-,chr12
IQCF2,51895631,51895631,+,chr3
SLIT3,168728143,168728143,-,chr5
EFNA5,107006606,107006606,-,chr5
MRGPRE,3253647,3253647,-,chr11
KRTAP19-1,31852686,31852686,-,chr21
HIST1H1B,27835366,27835366,-,chr6
SPATA32,43339457,43339457,-,chr17
PKP3,394243,394243,+,chr11
MAP7D2,20135022,20135022,-,chrX
CSF1,110453471,110453471,+,chr1
COLEC10,120079486,120079486,+,chr8
ACTRT3,169487339,169487339,-,chr3
PLA2G6,38577837,38577837,-,chr22
MAML2,96076359,96076359,-,chr11
PABPC1L2B,72223356,72223356,+,chrX
A3GALT2,33786699,33786699,-,chr1
OR4N5,20611895,20611895,+,chr14
SS18L1,60718827,60718827,+,chr20
KCND2,119913229,119913229,+,chr7
TOP1MT,144417050,144417050,-,chr8
COPB2,139108485,139108485,-,chr3
LRRC19,27005670,27005670,-,chr9
THAP7,21356076,21356076,-,chr22
KNTC1,123011796,123011796,+,chr12
CCR10,40833861,40833861,-,chr17
NCMAP,24882612,24882612,+,chr1
BPIFC,32860433,32860433,-,chr22
WDR27,170102125,170102125,-,chr6
TXNRD2,19929341,19929341,-,chr22
C1QTNF8,1146244,1146244,-,chr16
OR56A3,5968570,5968570,+,chr11
FOXO4,70315701,70315701,+,chrX
POU3F2,99282450,99282450,+,chr6
PTP4A3,142402121,142402121,+,chr8
FOXD4L1,114256242,114256242,+,chr2
TMEM255B,114462202,114462202,+,chr13
PROS1,93692740,93692740,-,chr3
GAST,39868583,39868583,+,chr17
NUTM1,34638109,34638109,+,chr15
HDDC3,91475779,91475779,-,chr15
BEX5,101410943,101410943,-,chrX
ZFP1,75182422,75182422,+,chr16
CEND1,790082,790082,-,chr11
C6orf58,127898319,127898319,+,chr6
DHRS7C,9694906,9694906,-,chr17
DUSP8,1593501,1593501,-,chr11
SOCS3,76356158,76356158,-,chr17
C17orf74,7328935,7328935,+,chr17
SLITRK6,86373521,86373521,-,chr13
PIWIL3,25170687,25170687,-,chr22
LPAR5,6745125,6745125,-,chr12
XPOT,64798344,64798344,+,chr12
TMEM173,138861895,138861895,-,chr5
PDE4B,66798013,66798013,+,chr1
FAM19A3,113263041,113263041,+,chr1
C14orf180,105046101,105046101,+,chr14
SNN,11762311,11762311,+,chr16
KCNH7,163695277,163695277,-,chr2
NELL2,45270098,45270098,-,chr12
MED12,70338446,70338446,+,chrX
ZNF93,20011755,20011755,+,chr19
9-Sep,75369419,75369419,+,chr17
PRSS55,10383045,10383045,+,chr8
ODF4,8243160,8243160,+,chr17
FOXD4L4,70429731,70429731,-,chr9
CDCA2,25316749,25316749,+,chr8
RALYL,85095509,85095509,+,chr8
GSTT1,24384271,24384271,-,chr22
AMER1,63425588,63425588,-,chrX
ZBTB40,22778344,22778344,+,chr1
HIST2H2BE,149858232,149858232,-,chr1
PRR33,1912084,1912084,-,chr11
CLDN6,3068184,3068184,-,chr16
OR51M1,5410629,5410629,+,chr11
5-Sep,19705999,19705999,+,chr22
EIF4ENIF1,31885828,31885828,-,chr22
LRRC26,140064503,140064503,-,chr9
RNLS,90343075,90343075,-,chr10
KRTAP6-1,31986249,31986249,-,chr21
APOBR,28505967,28505967,+,chr16
FAM110C,46529,46529,-,chr2
DDX53,23018077,23018077,+,chrX
ATL3,63438848,63438848,-,chr11
NDUFA12,95397470,95397470,-,chr12
AC013269.5,131307456,131307456,-,chr2
SMIM10,134125021,134125021,+,chrX
TCTE3,170151668,170151668,-,chr6
UBE2G2,46221719,46221719,-,chr21
SATL1,84364054,84364054,-,chrX
OSBP2,31277668,31277668,+,chr22
TUSC5,1182956,1182956,+,chr17
PRR23B,138739768,138739768,-,chr3
ZBTB7C,45935754,45935754,-,chr18
APOO,23926013,23926013,-,chrX
PRR16,119799995,119799995,+,chr5
TMED9,177019204,177019204,+,chr5
DRD1,174871185,174871185,-,chr5
LINC00308,23470936,23470936,+,chr21
TMEM186,8891496,8891496,-,chr16
SDR42E1,82045070,82045070,-,chr16
RBM33,155437355,155437355,+,chr7
ARMCX2,100914835,100914835,-,chrX
BTBD6,105714870,105714870,+,chr14
SRY,2655723,2655723,-,chrY
H1FX,129035129,129035129,-,chr3
RBM43,152118316,152118316,-,chr2
SUMO3,46237975,46237975,-,chr21
IMMP2L,111202548,111202548,-,chr7
TCEAL2,101380651,101380651,+,chrX
AC129778.2,42859085,42859085,-,chr9
CLCNKB,16370298,16370298,+,chr1
DMRTC1B,71996833,71996833,+,chrX
JAG2,105635107,105635107,-,chr14
FMNL1,43299254,43299254,+,chr17
NUTM2A,88985205,88985205,+,chr10
PTRHD1,25016223,25016223,-,chr2
LCN12,139846740,139846740,+,chr9
OR6A2,6817014,6817014,-,chr11
WT1,32457085,32457085,-,chr11
ZFP90,68573194,68573194,+,chr16
AQP12A,241631283,241631283,+,chr2
FAM227A,39052397,39052397,-,chr22
OR6C70,55863922,55863922,-,chr12
MUC6,1036717,1036717,-,chr11
NOC4L,132629012,132629012,+,chr12
USP18,18632937,18632937,+,chr22
NDUFA6,42486776,42486776,-,chr22
CHRM5,34260698,34260698,+,chr15
SORCS2,7194295,7194295,+,chr4
TMEM121,105992940,105992940,+,chr14
TMEM106A,41363894,41363894,+,chr17
SIVA1,105219520,105219520,+,chr14
TTTY13,23756552,23756552,-,chrY
BRI3BP,125478197,125478197,+,chr12
IFNE,21482312,21482312,-,chr9
SLC22A10,63057430,63057430,+,chr11
DGAT1,145550515,145550515,-,chr8
RFX6,117198414,117198414,+,chr6
ROBO2,77089251,77089251,+,chr3
AP3M1,75910578,75910578,-,chr10
F8,154250998,154250998,-,chrX
NT5C1B,18770804,18770804,-,chr2
CA13,86157744,86157744,+,chr8
UBOX5,3140508,3140508,-,chr20
MAFF,38598095,38598095,+,chr22
BRF1,105767338,105767338,-,chr14
LRRC14B,191610,191610,+,chr5
SEMA4B,90728152,90728152,+,chr15
MROH2A,234737279,234737279,+,chr2
SPDYE16,76170776,76170776,-,chr7
CIB1,90777170,90777170,-,chr15
RP11-435B5.4,143467632,143467632,-,chr1
ANKS1B,99288548,99288548,-,chr12
NELFA,2010699,2010699,-,chr4
SLC24A3,19193337,19193337,+,chr20
SGCZ,15095908,15095908,-,chr8
EFCAB10,105221940,105221940,-,chr7
C5orf47,173416207,173416207,+,chr5
KRT76,53171129,53171129,-,chr12
FLRT2,85996488,85996488,+,chr14
INTS5,62420774,62420774,-,chr11
FAM169B,99057565,99057565,-,chr15
RPS27L,63449674,63449674,-,chr15
MANEAL,38259761,38259761,+,chr1
ADSSL1,105190566,105190566,+,chr14
ANO9,441973,441973,-,chr11
FAF1,51425806,51425806,-,chr1
MYADML2,79899773,79899773,-,chr17
FAM43A,194407409,194407409,+,chr3
NDNL2,29562013,29562013,-,chr15
HSF1,145515287,145515287,+,chr8
TBC1D3F,36283971,36283971,+,chr17
PURA,139487405,139487405,+,chr5
HIST1H2BL,27775707,27775707,-,chr6
INPP5J,31518980,31518980,+,chr22
NPY2R,156129788,156129788,+,chr4
MIXL1,226411365,226411365,+,chr1
MFSD6L,8702677,8702677,-,chr17
LRRC37B,30334416,30334416,+,chr17
DDX51,132628857,132628857,-,chr12
NOMO2,18573533,18573533,-,chr16
LINC00482,79283047,79283047,-,chr17
AQP12B,241622302,241622302,-,chr2
ZNF479,57207571,57207571,-,chr7
LINC00313,44899414,44899414,-,chr21
SIGIRR,407166,407166,-,chr11
